date,gbp,cad
2024-03-01,0.79042,1.3565
2024-03-04,0.7884,1.3576
2024-03-05,0.78957,1.3571
2024-03-06,0.78748,1.3527
2024-03-07,0.78397,1.3479
2024-03-08,0.78069,1.3476
2024-03-11,0.78253,1.3473
2024-03-12,0.78402,1.3487
2024-03-13,0.78284,1.3476
2024-03-14,0.78536,1.3516
2024-03-15,0.78729,1.3534
2024-03-18,0.78745,1.3552
2024-03-19,0.78856,1.3547
2024-03-20,0.78934,1.3489
2024-03-21,0.79201,1.3490
2024-03-22,0.79441,1.3560
2024-03-25,0.79566,1.3580
2024-03-26,0.79581,1.3580
2024-03-27,0.79553,1.3590
2024-03-28,0.79552,1.3558
2024-04-01,0.79552,1.3558
2024-04-02,0.79823,1.3559
2024-04-03,0.79673,1.3546
2024-04-04,0.79422,1.3589
2024-04-05,0.79326,1.3635
2024-04-08,0.79369,1.3580
2024-04-09,0.79502,1.3606
2024-04-10,0.7987,1.3709
2024-04-11,0.79854,1.3697
2024-04-12,0.80181,1.3739
2024-04-15,0.80429,1.3774
2024-04-16,0.80643,1.3805
2024-04-17,0.80546,1.3779
2024-04-18,0.80362,1.3787
2024-04-19,0.80551,1.3761
2024-04-22,0.8033,1.3734
2024-04-23,0.80014,1.3696
2024-04-24,0.79935,1.3686
2024-04-25,0.80022,1.3677
2024-04-26,0.79974,1.3679
2024-04-29,0.79961,1.3679
2024-04-30,0.80203,1.3730
2024-05-01,0.80158,1.3757
2024-05-02,0.80092,1.3748
2024-05-03,0.79687,1.3663
2024-05-06,0.79765,1.3653
2024-05-07,0.79696,1.3679
2024-05-08,0.79668,1.3700
2024-05-09,0.79762,1.3705
2024-05-10,0.79792,1.3675
2024-05-13,0.80004,1.3693
2024-05-14,0.79912,1.3664
2024-05-15,0.79425,1.3603
2024-05-16,0.79209,1.3604
2024-05-17,0.79145,1.3619
2024-05-20,0.78958,1.3635
2024-05-21,0.78864,1.3676
2024-05-22,0.79103,1.3677
2024-05-23,0.79295,1.3699
2024-05-24,0.79215,1.3691
2024-05-27,0.79064,1.3687
2024-05-28,0.78958,1.3696
2024-05-29,0.78919,1.3717
2024-05-30,0.78809,1.3699
2024-05-31,0.78714,1.3682
2024-06-03,0.78558,1.3660
2024-06-04,0.78498,1.3678
2024-06-05,0.78621,1.3679
2024-06-06,0.78538,1.3682
2024-06-07,0.79173,1.3736
2024-06-10,0.79252,1.3753
2024-06-11,0.79286,1.3773
2024-06-12,0.79236,1.3722
2024-06-13,0.79155,1.3732
2024-06-14,0.79237,1.3749
2024-06-17,0.7922,1.3709
2024-06-18,0.79194,1.3710
2024-06-19,0.79164,1.3714
2024-06-20,0.79201,1.3707
2024-06-21,0.79388,1.3682
2024-06-24,0.79061,1.3682
2024-06-25,0.79043,1.3685
2024-06-26,0.79084,1.3699
2024-06-27,0.79088,1.3674
2024-06-28,0.79129,1.3701
2024-07-01,0.79134,1.3701
2024-07-02,0.79137,1.3722
2024-07-03,0.7903,1.3701
2024-07-04,0.78699,1.3634
2024-07-05,0.78542,1.3610
2024-07-08,0.78338,1.3614
2024-07-09,0.78358,1.3653
2024-07-10,0.78297,1.3635
2024-07-11,0.78076,1.3610
2024-07-12,0.77797,1.3596
2024-07-15,0.77645,1.3592
2024-07-16,0.77497,1.3660
2024-07-17,0.77461,1.3681
2024-07-18,0.77417,1.3685
2024-07-19,0.77424,1.3682
2024-07-22,0.77358,1.3676
2024-07-23,0.77278,1.3745
2024-07-24,0.77471,1.3797
2024-07-25,0.77568,1.3811
2024-07-26,0.77673,1.3809
2024-07-29,0.77731,1.3812
2024-07-30,0.78202,1.3816
2024-07-31,0.78199,1.3815
2024-08-01,0.78219,1.3855
2024-08-02,0.77821,1.3867
2024-08-05,0.78239,1.3912
2024-08-06,0.78246,1.3770
2024-08-07,0.78276,1.3759
2024-08-08,0.78239,1.3729
2024-08-09,0.78246,1.3727
2024-08-12,0.78174,1.3710
2024-08-13,0.78208,1.3718
2024-08-14,0.77959,1.3727
2024-08-15,0.77735,1.3699
2024-08-16,0.77527,1.3621
2024-08-19,0.77396,1.3609
2024-08-20,0.77098,1.3593
2024-08-21,0.77145,1.3604
2024-08-22,0.76784,1.3576
2024-08-23,0.76413,1.3523
2024-08-26,0.75865,1.3481
2024-08-27,0.7581,1.3485
2024-08-28,0.75762,1.3497
2024-08-29,0.7574,1.3467
2024-08-30,0.75723,1.3486
2024-09-02,0.75742,1.3486
2024-09-03,0.75806,1.3538
2024-09-04,0.76053,1.3546
2024-09-05,0.75994,1.3531
2024-09-06,0.76038,1.3517
2024-09-09,0.76108,1.3541
2024-09-10,0.7636,1.3581
2024-09-11,0.76295,1.3581
2024-09-12,0.76155,1.3581
2024-09-13,0.76155,1.3551
2024-09-16,0.76101,1.3583
2024-09-17,0.76102,1.3584
2024-09-18,0.75939,1.3593
2024-09-19,0.75383,1.3567
2024-09-20,0.75383,1.3598
2024-09-23,0.75359,1.3598
2024-09-24,0.75119,1.3494
2024-09-25,0.74924,1.3487
2024-09-26,0.75027,1.3497
2024-09-27,0.74709,1.3502
2024-09-30,0.74826,1.3502
2024-10-01,0.75137,1.3504
2024-10-02,0.75235,1.3515
2024-10-03,0.75514,1.3518
2024-10-04,0.76164,1.3577
2024-10-07,0.76608,1.3629
2024-10-08,0.76688,1.3654
2024-10-09,0.76833,1.3668
2024-10-10,0.76653,1.3702
2024-10-11,0.7683,1.3736
2024-10-14,0.76737,1.3736
2024-10-15,0.77019,1.3806
2024-10-16,0.77018,1.3826
2024-10-17,0.77021,1.3787
2024-10-18,0.76899,1.3800
2024-10-21,0.76758,1.3831
2024-10-22,0.7703,1.3831
2024-10-23,0.77089,1.3853
2024-10-24,0.77149,1.3883
2024-10-25,0.77165,1.3909
2024-10-28,0.77169,1.3889
2024-10-29,0.77285,1.3898
2024-10-30,0.77183,1.3896
2024-10-31,0.77086,1.3922
2024-11-01,0.7721,1.3902
2024-11-04,0.76993,1.3865
2024-11-05,0.76998,1.3878
2024-11-06,0.77498,1.3927
2024-11-07,0.77191,1.3903
2024-11-08,0.77257,1.3884
2024-11-11,0.77422,1.3933
2024-11-12,0.78111,1.3935
2024-11-13,0.78653,1.3957
2024-11-14,0.79019,1.3964
2024-11-15,0.79067,1.4072
2024-11-18,0.79235,1.4030
2024-11-19,0.79167,1.4013
2024-11-20,0.79227,1.4012
2024-11-21,0.79366,1.3982
2024-11-22,0.7959,1.4007
2024-11-25,0.79933,1.4080
2024-11-26,0.80106,1.4066
2024-11-27,0.79759,1.4036
2024-11-28,0.79479,1.4015
2024-11-29,0.79287,1.3994
2024-12-02,0.79169,1.4016
2024-12-03,0.79103,1.4016
2024-12-04,0.78929,1.4008
2024-12-05,0.78849,1.4054
2024-12-06,0.78858,1.4069
2024-12-09,0.78893,1.4135
2024-12-10,0.78782,1.4140
2024-12-11,0.78971,1.4143
2024-12-12,0.79233,1.4182
2024-12-13,0.79507,1.4244
2024-12-16,0.79536,1.4281
2024-12-17,0.79754,1.4298
2024-12-18,0.79833,1.4454
2024-12-19,0.80367,1.4457
2024-12-20,0.80329,1.4375
2024-12-23,0.80089,1.4374
2024-12-24,0.79765,1.4391
2024-12-27,0.79577,1.4391
2024-12-30,0.79606,1.4372
2024-12-31,0.79684,1.4391
2025-01-02,0.79976,1.4383
2025-01-03,0.80174,1.4427
2025-01-06,0.80436,1.4432
2025-01-07,0.80126,1.4340
2025-01-08,0.80216,1.4377
2025-01-09,0.80284,1.4382
2025-01-10,0.80536,1.4437
2025-01-13,0.81143,1.4462
2025-01-14,0.8058,1.4392
2025-01-15,0.80246,1.4349
2025-01-16,0.80106,1.4350
2025-01-17,0.80163,1.4365
2025-01-20,0.80434,1.4458
2025-01-21,0.80253,1.4411
2025-01-22,0.79979,1.4356
2025-01-23,0.79856,1.4364
2025-01-24,0.79694,1.4340
2025-01-27,0.79645,1.4387
